,index,HHLANP,FBATHP,DRIVESP,WGTP23,WGTP22,WGTP25,WGTP24,RACNH,FWATP,WGTP21,WGTP20,WGTP27,WGTP26,WGTP29,WGTP28,FBROADBNDP,FDRATXP,FWKWNP,HOTWAT,FWKHP,FFULP,FRACP,FJWDP,WORKSTAT,WGTP34,WGTP33,WGTP36,PINCP,WGTP35,FPOBP,WGTP30,WGTP32,STOV,WGTP31,FMHP,RACAIAN,WGTP38,WGTP37,WGTP39,PUBCOV,SRNT,SEX,WGTP45,WGTP44,DOUT,WGTP47,FACCESSP,WGTP46,WGTP41,WGTP40,state_x,WGTP43,WGTP42,RACPI,INDP,WGTP49,WGTP48,PRIVCOV,SFN,FINTP,HUPAC,SFR,WGTP50,FBLDP,WGTP56,WGTP55,WGTP58,WGTP57,WGTP52,DEAR,WGTP51,WGTP54,DIS,WGTP53,ACR,VACS,FINSP,WGTP59,FMILPP,MARHYP,ADJHSG,PAP,WGTP7,PWGTP30,WGTP6,PWGTP31,HINCP,WGTP5,PWGTP32,WKWN,WGTP4,PWGTP33,PWGTP34,PWGTP35,WGTP9,PWGTP36,WGTP8,WGTP3,WGTP2,RACWHT,WGTP1,state_y,PWGTP26,PWGTP27,PWGTP28,PWGTP29,FBDSP,FWKLP,FSCHP,FMARHTP,PWGTP20,PWGTP21,GRPIP,PWGTP22,PWGTP23,PWGTP24,PWGTP25,JWTRNS,FRNTMP,FOTHSVCEXP,CIT,LAPTOP,FMRGIP,JWRIP,PWGTP15,FCOMPOTHXP,PWGTP16,FSEMP,PWGTP17,PWGTP18,PWGTP19,ENG,FLANP,PWGTP10,PWGTP11,FCITWP,PWGTP12,PWGTP13,PWGTP14,FSSIP,FS,DIVISION,WRK,HICOV,DRATX,SMOCP,VPS,NWLA,FACRP,SCIENGRLP,FJWTRNSP,WGTP12,state_x,WGTP14,WGTP13,AGS,FSTOVP,WGTP10,WGTP19,WGTP16,WGTP15,WGTP18,WGTP17,FMARHWP,FTELP,PWGTP73,PWGTP74,PWGTP75,QTRBIR,FPERNP,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP70,PWGTP71,PWGTP72,FDISP,PWGTP,WAGP,RWAT,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,FPLMPRP,TAXAMT,NWLK,ANC2P,PWGTP60,FPUBCOVP,PWGTP61,REGION,FMARHYP,FRETP,SMP,PWGTP59,FTENP,BLD,state_y,SMX,FVEHP,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,GASFP,PWGTP56,PWGTP57,PWGTP58,VALP,HIMRKS,PWGTP50,FDEYEP,FCITP,RACNUM,PWGTP48,PWGTP49,SPORDER,FANCP,PWGTP40,PWGTP41,DRAT,PWGTP42,PWGTP43,ESP,MRGI,PWGTP44,WGTP,PWGTP45,ESR,OCCP,PWGTP46,PWGTP47,FMRGP,COW,MRGP,TABLET,MRGX,MULTG,MRGT,FOCCP,PWGTP37,PWGTP38,PWGTP39,FREFRP,WGTP61,WGTP60,WGTP67,state_x,WGTP69,WGTP68,WGTP63,FRWATP,WGTP62,WGTP65,WGTP64,RAC1P,RNTM,DREM,MIGSP,FHICOVP,NWRE,FDIALUPP,RNTP,WGTP70,HUPAOC,WGTP72,WGTP71,WGTP78,MV,WGTP77,WGTP79,WGTP74,WGTP73,WGTP76,WGTP75,FAGSP,ANC,OIP,WGTP80,NP,NR,LNGI,ANC1P,HISPEED,PLM,RAC3P,LANP,OC,FLAPTOPP,FPRIVCOVP,LANX,HUPARC,FMVP,SVAL,PWGTP80,RAC2P,FPOWSP,SSP,state_y,R18,NAICSP,WATFP,RMSP,FDRATP,BDSP,FGASP,RESMODE,FSEXP,MHP,REFR,POWSP,FPLMP,JWAP,DIALUP,ELEFP,RELSHIPP,MIG,RC,MIL,WAOB,FHINS7P,RT,INTP,RACASN,FRELSHIPP,FINDP,FHISPEEDP,FPAP,JWMNP,FHINS6P,FKITP,INSP,ST,YBL,FFINCP,FINCP,HINS6,YOEP,FSMXHP,HINS7,FTABLETP,FLANXP,FCOWP,GRNTP,FJWMNP,HINS1,HINS2,HINS3,HINS4,state_x,FDDRSP,FWAGP,FGRNTP,PUMA,FHINS5P,FSCHGP,FHINS5C,FVACSP,FHOTWATP,R60,FMARHDP,R65,FMIGSP,MARHT,FHINS4P,SERIALNO,DECADE,MARHW,MARHM,FGCRP,FHINS4C,PSF,NOC,RACSOR,POBP,CPLT,NOP,FSMARTPHONP,FULP,FHINS3P,SINK,KIT,FVALP,JWDP,WKEXREL,DPHY,FWRKP,NPF,FHINS3C,FDEARP,NPP,FHINS2P,FSCHLP,FRWATPRP,MLPCD,FPARC,MIGPUMA,HUGCL,DDRS,MARHD,state_y,SATELLITE,FULFP,POVPIP,BATH,WATP,GCM,FSATELLITEP,FHINS1P,GCL,WKHP,GCR,FRNTP,NRC,HFL,FSMP,ADJINC,TYPE,FRMSP,POWPUMA,PARTNER,FELEP,CONP,FMIGP,FFSP,FGCMP,HISP,FESRP,HHL,AGEP,DEYE,SEMP,HHT,OCPIP,FGCLP,FENGP,SCHG,FTAXP,MSP,RACBLK,FMRGTP,FAGEP,FER,PWGTP9,MLPFG,SCHL,PWGTP8,NATIVITY,PWGTP7,SMARTPHONE,PWGTP6,state_x,PWGTP5,PWGTP4,VEH,FFERP,PWGTP3,PWGTP2,PWGTP1,HHT2,FDREMP,FYOEP,NWAB,FCONP,FYBLP,FOIP,FHINCP,FHISP,BROADBND,NWAV,FDPHYP,FFODP,PAOC,FMARHMP,SSIP,FJWRIP,COMPOTHX,FSINKP,ELEP,FHFLP,WIF,FSMXSP,FOD2P,RETP,FSSP,PLMPRP,SCIENGP,CITWP,FMILSP,ACCESS,FPINCP,FOD1P,FMARP,SOCP,MLPE,MLPH,MLPA,FSMOCP,MLPB,FDOUTP,PERNP,SCH,state_y,TEL,TEN,MLPI,MLPJ,MLPK,state
0,50076,9500,0,1,93,91,128,152,0,0,76,30,95,139,94,26,0,0,0,9,0,0,0,0,7,88,145,26,91600,26,0,143,90,1,82,0,0,94,28,86,1,0,2,26,24,2,96,0,28,80,122,55,88,81,0,7970,95,138,2,0,0,4,0,29,0,162,171,75,131,87,2,86,92,2,28,1,0,0,83,0,1976,1.000000,0,98,158,25,99,159600,28,99,52,29,155,103,29,88,34,142,92,73,1,89,55,27,25,49,62,1,0,0,0,10,8,0,8,33,29,36,1,0,0,1,1,0,1,27,0,28,0,12,35,57,0,0,8,33,0,55,29,8,1,2,3,1,1,0,2820,0,3,0,1,0,56,55,86,29,0,0,29,90,146,164,89,151,0,0,152,108,33,1,0,31,32,84,110,189,97,94,0,99,70000,1,94,91,162,198,146,110,27,88,0,11500,3,142,32,0,96,2,0,0,0,86,0,2,55,0,0,99,97,35,114,169,4,192,155,88,900000,0,31,0,0,1,152,107,2,0,148,88,0,100,108,0,0,28,88,30,1,5860,32,100,0,1,0,1,3,1,0,0,31,99,102,0,96,26,93,55,47,52,34,0,8,32,32,1,0,2,0,0,3,0,0,57,1,9,32,31,3,46,10,63,29,27,36,0,1,0,56,4,0,1,32,1,1,1,999,0,0,0,2,1,0,1,56,1,0,0,55,0,6211,2,11,0,4,0,3,0,-1,1,55,0,85,2,3,21,1,0,4,1,0,P,0,0,0,0,0,0,15,0,0,1500,55,6,0,159600,2,1928,0,2,0,0,0,0,0,2,2,1,2,55,0,0,0,1600,0,0,-1,0,0,2,0,2,0,1,0,2019HU0684592,0,2,2,0,-1,0,0,0,27,1,0,0,2,0,1,1,0,43,7,2,0,2,0,0,0,0,0,0,-1,4,0,0,2,2,55,2,2,501,1,2,0,0,0,2,24,0,0,2,1,0,1.010145,1,0,104,0,0,0,0,0,0,1,0,1,31,2,0,1,15,0,0,0,0,1,0,0,0,2,11,-1,22,9,1,30,1,36,55,30,36,2,0,93,86,110,2,0,0,3,0,0,0,0,0,1,5,0,0,4,0,0,0,2,0,150,0,1,0,1099,0,0,9,0,1943,0,1,0,1099,0,439061,-1,-1,-1,0,-1,0,70000,1,55,1,1,-1,-1,-1,55
1,27444,9500,0,1,94,170,156,188,0,0,98,92,161,158,106,103,0,0,0,9,0,0,0,0,1,212,166,97,68000,100,0,163,91,1,167,0,0,98,111,153,2,0,1,97,102,2,118,0,109,25,30,55,26,98,0,7860,28,30,1,0,0,4,0,92,0,31,31,30,34,28,2,116,119,2,89,1,0,0,85,0,1982,1.000000,0,97,219,108,196,140000,94,118,52,95,193,237,133,31,128,30,31,100,1,30,55,126,583,367,131,0,0,0,0,383,644,0,411,369,428,729,0,0,0,1,1,0,0,463,0,413,0,373,287,566,0,0,146,119,0,331,608,134,0,2,3,2,1,0,2333,0,2,0,0,0,318,55,81,107,0,0,105,87,24,29,31,26,0,0,238,179,118,2,0,115,99,126,233,212,190,128,0,119,68000,1,177,116,202,187,223,196,115,132,0,3750,3,26,117,0,134,2,0,0,300,111,0,2,55,2,0,131,38,106,139,40,4,42,43,28,300000,0,107,0,0,1,37,34,2,0,36,36,0,111,31,0,2,138,98,127,1,2310,132,131,0,3,700,1,1,1,2,0,129,132,193,0,112,104,150,55,619,361,382,0,387,104,388,1,0,2,0,0,3,0,0,559,2,381,617,397,6,377,113,571,103,418,333,0,1,0,397,2,0,1,50,1,1,1,999,1,0,0,2,2,0,1,409,1,0,0,55,0,6111,3,7,0,4,0,3,0,-1,1,55,0,92,2,3,21,1,0,4,1,0,P,0,0,0,0,0,0,30,0,0,850,55,4,0,140000,2,1928,0,2,0,0,0,0,0,1,2,2,2,55,0,0,0,600,0,0,-1,0,0,2,0,1,0,3,0,2019HU0471671,0,2,2,0,-1,0,0,0,17,1,0,0,2,0,1,1,0,67,8,2,0,2,-1,0,0,0,0,0,-1,4,0,0,2,2,55,2,2,501,1,400,0,0,0,0,0,0,0,1,1,1,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,16,2,0,3,26,0,0,12,1,6,0,0,0,2,126,-1,12,534,1,703,1,126,55,107,109,2,0,44,108,38,2,0,0,3,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0,60,0,2,0,1099,0,0,9,2,1943,0,1,0,2314,0,252020,-1,-1,-1,0,-1,0,68000,1,55,1,1,-1,-1,-1,55
2,58718,9500,0,1,83,79,31,72,0,0,27,178,75,95,144,74,0,0,1,9,1,0,0,1,10,21,140,113,27500,26,1,82,22,1,68,0,0,145,82,137,2,1,1,79,117,2,23,0,24,104,100,55,26,173,0,4795,70,20,1,0,1,1,0,142,0,125,82,90,140,91,2,24,85,2,96,2,0,0,97,0,1939,1.000000,0,28,82,21,68,71580,65,22,52,115,140,20,26,74,113,23,26,154,1,93,55,34,19,7,38,0,0,0,0,21,20,0,35,26,8,7,0,0,0,1,2,0,0,17,0,17,0,17,37,26,0,0,8,17,0,20,38,25,0,2,3,2,1,0,356,0,2,1,0,0,19,55,87,94,1,0,145,78,150,91,93,134,0,0,154,24,23,4,1,78,77,133,135,79,72,24,1,83,27500,1,80,89,82,28,87,88,92,144,0,-1,3,999,141,1,20,2,0,1,0,97,0,2,55,0,0,25,91,96,85,82,3,125,141,90,-1,0,143,1,1,1,20,71,1,0,99,103,0,173,26,0,0,116,84,79,1,9620,24,23,0,1,0,1,0,1,0,1,83,144,138,0,20,141,88,55,25,3,23,0,24,6,6,1,0,2,0,0,3,0,0,26,4,17,15,5,5,19,17,15,5,16,16,1,4,0,12,2,0,1,999,1,1,1,999,0,0,0,2,4,0,0,19,1,0,20900,55,1,443142,2,7,0,4,0,3,0,-1,1,55,0,51,2,3,20,1,0,4,1,1,P,0,0,0,1,0,1,10,1,0,-1,55,5,1,27500,2,1928,0,2,0,1,1,1400,1,1,2,2,2,55,1,1,0,300,1,0,-1,0,0,0,0,0,0,0,1,2019HU1336577,0,0,0,0,-1,0,1,0,55,3,0,0,2,1,1,1,0,14,10,2,0,2,-1,1,0,1,1,0,-1,1,0,0,2,0,55,2,2,396,1,2,0,0,0,2,0,0,0,0,2,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,75,2,0,1,7,0,0,0,0,1,0,0,0,0,5,-1,15,29,1,24,1,7,55,65,115,2,0,26,154,93,3,1,0,3,0,0,1,1,0,1,5,1,0,0,0,0,1,2,0,400,0,1,0,1099,0,1,9,0,1943,1,1,1,1099,1,537062,-1,-1,-1,0,-1,1,27500,1,55,1,2,-1,-1,-1,55
3,48802,9500,0,0,38,29,22,28,0,0,5,7,8,8,26,36,1,0,0,9,0,0,0,0,9,22,22,7,8620,23,0,24,42,1,25,0,0,20,23,39,1,0,1,44,46,2,20,0,24,21,18,55,24,22,0,1170,41,19,1,0,0,4,0,4,0,32,4,7,49,20,2,45,5,2,5,3,0,0,23,0,1965,1.000000,0,20,24,32,25,19810,8,42,0,7,22,22,23,5,6,25,23,21,1,22,55,411,246,269,83,0,0,0,0,301,228,0,66,238,170,167,0,0,0,1,1,0,0,65,0,78,0,398,202,264,0,0,93,299,0,314,247,192,0,2,3,2,1,0,403,0,2,0,2,0,373,55,32,37,1,0,44,19,23,32,40,8,0,0,19,19,17,3,0,39,26,23,8,28,22,4,0,22,0,1,6,7,23,25,35,42,8,25,0,4250,2,999,48,1,39,2,0,0,0,23,0,2,55,0,0,46,20,5,4,5,4,32,50,7,300000,2,4,0,0,1,19,41,1,0,19,22,0,22,23,0,0,46,22,44,6,4850,24,20,0,1,0,1,3,1,0,0,23,20,39,0,38,48,42,55,394,303,248,0,319,343,223,1,0,2,0,0,3,0,0,83,4,375,373,275,7,381,224,214,306,75,65,0,1,0,73,2,0,1,32,2,1,1,999,0,0,0,2,4,0,1,70,1,0,19100,55,0,3115,2,7,0,3,0,1,0,-1,1,0,0,0,2,3,20,1,0,2,1,1,P,220,0,0,0,0,0,0,1,0,1800,55,8,1,19810,1,1928,0,2,0,0,0,0,0,2,1,1,2,55,0,0,0,1001,1,0,-1,0,0,2,0,2,0,1,1,2019HU0592241,0,2,2,0,-1,0,0,0,55,1,0,0,2,0,1,1,1,0,9,2,0,2,0,0,0,0,0,0,0,4,0,0,2,2,55,2,2,450,1,440,0,0,0,2,8,0,0,0,1,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,77,2,0,1,7,0,0,0,0,1,0,0,0,0,377,-1,21,211,1,286,2,54,55,7,7,2,0,23,20,22,2,0,0,2,0,0,0,1,0,2,5,0,0,0,0,0,0,2,0,250,0,0,0,1099,0,1,9,0,1943,0,1,1,1099,0,414010,0,0,0,0,0,0,0,1,55,1,2,-1,-1,-1,55
4,54309,9500,0,0,33,8,7,21,0,0,23,47,26,7,20,23,1,0,0,9,0,0,0,0,0,7,20,23,-19999,39,1,27,43,1,25,0,0,30,35,8,2,0,1,7,20,0,19,0,8,18,33,55,37,5,0,169,24,25,1,0,0,3,0,24,0,19,38,25,34,36,2,25,6,2,26,0,0,0,5,0,1939,1.000000,-1,21,31,5,24,27160,5,50,0,25,29,7,62,23,32,19,34,5,1,23,55,6,18,23,17,0,0,0,0,13,25,0,25,16,14,19,0,0,0,1,1,0,0,19,0,17,0,5,13,6,0,0,30,19,0,5,17,5,0,2,3,2,1,0,253,0,2,0,0,0,7,55,8,25,0,0,21,8,24,38,21,35,0,0,27,7,49,2,0,31,43,30,7,37,25,60,1,29,-1,1,10,43,31,10,9,25,29,27,0,3150,0,999,49,1,33,2,0,0,0,8,0,5,55,3,0,24,42,27,5,48,2,31,51,23,197000,0,34,1,1,1,33,28,2,0,47,26,0,7,55,0,2,25,22,12,0,9,9,26,0,0,600,2,1,1,2,0,44,28,10,0,24,37,24,55,16,5,19,0,5,19,14,1,0,2,0,1,2,0,0,5,4,25,4,17,7,24,29,22,19,16,14,0,1,0,20,3,0,1,22,2,1,1,999,0,0,1,2,4,0,1,14,1,0,11000,55,1,-1,3,16,0,7,1,1,0,-1,1,0,0,0,2,3,36,1,0,0,1,1,P,-10001,0,0,0,0,0,0,1,0,3100,55,1,0,-60000,2,1928,0,2,0,1,0,0,0,1,2,2,2,55,1,0,0,1000,1,1,-1,0,0,1,0,1,0,0,1,2019HU1001007,0,0,0,0,-1,0,0,0,55,0,0,0,2,1,1,1,0,0,0,2,0,1,-1,1,0,1,1,0,-1,0,0,0,2,0,55,1,2,145,1,2,0,0,1,2,0,0,0,0,6,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,70,2,0,1,10,0,0,0,0,1,0,0,0,0,18,-1,19,21,1,15,2,3,55,8,36,4,0,45,9,34,12,1,0,0,0,0,0,0,0,2,0,1,0,0,0,-1,0,2,0,190,1,-1,0,1099,-1,0,9,0,1943,0,1,0,1099,0,-1,-1,-1,-1,1,-1,0,-10001,2,55,1,2,-1,-1,-1,55
5,45645,2535,0,0,185,170,124,53,0,0,281,272,50,33,263,182,0,0,0,9,0,0,0,0,7,43,136,168,-19999,192,0,123,178,1,127,0,0,149,112,63,1,0,2,136,39,0,46,0,61,223,268,55,205,159,0,169,277,188,2,0,0,3,0,130,0,142,156,151,142,215,2,169,34,2,168,1,0,0,72,0,1939,1.000000,-1,39,221,73,181,76800,140,176,0,32,182,48,246,189,237,168,148,169,0,185,55,84,91,119,34,0,0,0,0,94,179,0,90,92,31,101,1,0,0,1,1,1,1,183,0,33,0,82,146,30,0,0,93,85,0,27,29,186,0,2,3,1,1,0,1425,0,3,0,0,1,27,55,47,175,0,0,124,40,227,235,117,121,0,0,164,68,203,4,0,176,148,139,57,143,124,205,0,178,-1,1,145,184,32,202,59,67,234,400,0,1950,0,999,350,0,227,2,0,0,0,80,0,2,55,3,0,195,211,199,48,217,2,210,180,249,140000,0,225,0,0,1,256,268,4,0,367,302,0,282,203,3,1,74,142,146,0,9,51,92,0,0,770,1,1,2,1,0,133,194,74,0,230,265,52,55,30,96,87,0,101,87,31,1,0,2,0,0,1,0,0,98,4,182,109,34,5,77,140,26,168,147,31,0,4,0,92,1,0,1,999,2,1,1,999,0,0,0,2,4,0,1,92,1,1,0,55,1,-1,3,5,0,3,0,2,0,-1,1,0,0,0,2,3,25,1,1,0,1,0,P,-10001,1,0,0,0,0,0,0,0,1000,55,8,0,76800,2,1928,0,2,0,0,0,0,0,2,2,2,1,55,0,0,0,41003,0,0,-1,0,0,1,0,0,0,0,0,2019HU0367366,0,0,0,0,0,0,2,0,55,1,1,0,2,0,1,1,0,0,4,0,0,5,-1,0,0,0,0,0,-1,3,0,1,0,0,55,1,2,501,1,2,0,0,0,2,20,0,0,0,1,1,1.010145,1,0,40100,0,1,0,0,1,0,1,0,1,72,2,0,6,26,0,0,0,1,3,0,1,0,0,172,-1,16,92,1,97,1,105,55,212,29,2,0,164,218,226,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,2,0,250,0,2,0,1099,-1,0,9,0,1943,0,1,0,1099,0,-1,-1,-1,-1,0,-1,0,-10001,1,55,1,1,-1,-1,-1,55
6,13042,9500,0,1,39,33,31,67,0,0,63,13,63,10,10,75,0,0,0,9,0,0,0,0,1,10,39,32,47500,34,0,29,13,1,41,0,0,62,38,32,2,0,2,48,55,2,56,0,13,55,12,55,30,43,0,9170,10,62,1,0,0,4,0,35,0,37,35,62,38,13,2,44,13,2,40,2,0,0,33,0,2001,1.000000,0,57,29,12,41,121100,45,13,52,61,39,10,33,9,32,64,32,36,1,47,55,10,62,75,10,0,0,0,0,13,64,0,33,38,67,31,1,0,0,1,1,0,1,41,0,41,0,36,58,42,0,0,36,45,0,13,30,13,0,2,3,1,1,0,1898,0,3,0,2,0,13,55,13,29,2,0,36,42,41,40,58,36,0,0,36,12,41,4,0,39,36,55,34,35,32,10,0,37,45000,1,28,42,56,34,10,65,75,10,0,3450,3,999,12,0,54,2,0,0,0,32,0,2,55,3,0,44,13,40,13,36,4,37,38,62,265000,0,36,0,0,1,62,9,1,0,12,55,0,43,30,0,2,56,38,48,1,2060,13,57,0,2,1700,1,1,1,1,0,38,63,32,0,54,12,65,55,10,75,42,0,28,33,57,1,0,2,0,0,3,0,0,36,4,10,32,55,5,36,33,13,36,39,41,0,1,0,11,2,0,1,50,2,1,1,999,0,0,0,2,4,0,1,11,1,0,0,55,0,813M,2,8,0,2,0,3,0,-1,1,55,0,99,2,3,20,1,0,4,1,0,P,0,0,0,0,0,0,55,0,0,100,55,1,0,121100,2,1928,0,2,0,0,0,0,0,1,2,2,2,55,0,0,0,700,0,0,-1,0,0,1,0,1,0,1,0,2019HU0884562,0,2,2,0,-1,0,1,0,55,1,0,0,2,0,1,1,0,43,1,2,0,4,-1,0,0,0,0,0,-1,2,0,1,2,2,55,2,2,501,1,2,0,0,0,2,42,0,0,0,2,0,1.010145,1,0,70100,0,0,0,0,0,0,1,0,1,58,2,2500,1,19,0,0,0,0,1,0,0,0,0,9,-1,21,64,1,57,1,12,55,45,62,2,0,33,36,47,2,0,0,3,0,0,0,0,0,1,5,0,0,4,0,0,0,2,0,90,0,2,0,1099,0,0,9,1,1943,0,1,0,1103,0,212099,-1,-1,-1,0,-1,0,47500,1,55,1,1,-1,-1,-1,55
7,17100,9500,0,1,180,29,130,203,0,0,39,176,117,95,32,111,0,0,0,9,0,0,0,0,15,30,131,111,19500,213,0,275,122,1,114,0,0,35,100,97,2,1,1,37,165,2,189,0,39,113,116,55,105,103,0,7680,102,31,1,0,0,4,0,94,0,35,104,99,241,192,2,176,115,2,195,1,0,0,30,0,1939,1.000000,0,30,190,156,122,38200,202,98,52,117,83,29,190,104,93,175,119,116,1,101,55,102,110,102,31,0,0,0,0,157,41,21,28,159,193,111,1,0,0,1,1,0,1,108,0,166,0,30,112,198,0,0,113,28,0,32,30,112,0,2,3,1,1,0,-1,0,3,0,2,0,35,55,117,32,0,0,126,157,175,127,117,32,0,0,100,180,30,1,0,94,110,190,102,34,100,102,0,105,19500,1,175,33,37,115,92,97,76,153,0,-1,3,32,33,0,181,2,0,0,0,34,0,2,55,0,0,233,218,163,106,105,2,36,180,104,-1,0,103,0,0,1,34,98,2,0,120,128,0,102,77,0,0,126,113,30,1,3930,32,202,0,1,0,2,0,1,0,0,103,28,118,0,209,31,108,55,181,99,33,0,167,109,48,1,2,2,0,0,3,0,500,35,4,100,136,179,5,106,95,170,117,131,32,0,2,0,98,2,0,1,50,1,1,1,999,0,0,0,2,4,0,0,106,1,0,0,55,0,5616,1,5,0,2,0,3,0,-1,1,55,0,266,2,3,25,1,0,4,1,0,P,0,0,0,0,0,0,12,0,0,-1,55,2,0,38200,2,1928,0,2,0,0,0,670,0,1,2,2,2,55,0,0,0,20000,0,0,-1,0,0,2,0,1,0,1,0,2019HU1186827,0,2,2,0,-1,0,0,0,55,1,0,0,2,0,1,1,0,67,1,2,0,2,-1,0,0,0,0,0,-1,4,0,0,2,2,55,2,2,248,1,2,0,0,0,2,32,0,0,0,1,0,1.010145,1,0,104,0,0,-1,0,0,0,1,0,1,30,2,0,3,0,0,0,0,0,6,0,0,0,0,103,-1,21,157,1,35,1,183,55,204,107,1,0,119,128,93,7,0,0,3,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0,170,0,1,0,1099,0,0,9,2,1943,0,1,0,6099,0,339030,-1,-1,-1,0,-1,0,19500,1,55,1,3,-1,-1,-1,55
8,33594,9500,0,1,131,107,134,224,0,0,211,125,194,130,111,143,0,0,0,9,0,0,0,0,0,29,34,185,63000,39,0,120,36,1,184,0,0,118,105,33,2,1,1,136,233,2,172,0,130,198,120,55,134,106,0,8191,112,136,1,0,0,4,0,116,0,213,36,105,117,34,1,165,37,1,28,0,0,0,35,0,1939,1.000000,0,123,120,32,184,107000,44,35,52,145,34,29,38,31,185,225,199,172,1,105,55,18,17,18,15,0,0,0,0,50,97,0,60,59,53,93,0,0,0,1,1,0,0,86,0,100,0,54,18,17,0,0,52,15,0,90,62,62,0,2,3,2,1,0,2065,0,2,0,0,0,90,55,99,107,0,0,180,112,120,158,239,29,0,0,115,118,132,3,0,122,32,216,136,222,109,114,0,119,63000,1,200,196,96,43,38,121,205,33,0,-1,3,32,31,0,109,2,0,0,0,35,0,8,55,0,0,165,35,29,37,36,2,213,117,105,-1,0,116,0,0,1,136,112,1,0,120,198,0,107,134,0,0,233,119,135,1,1007,130,171,0,2,0,1,0,1,0,0,104,117,32,0,109,32,120,55,88,92,62,0,63,19,54,1,0,2,0,0,3,0,0,20,4,60,62,52,3,21,59,17,87,51,52,0,2,0,17,2,0,1,32,1,1,1,999,0,0,0,2,4,0,0,18,1,0,4400,55,0,622M,1,1,0,0,0,3,0,-1,1,55,0,95,2,3,20,3,0,4,1,0,P,0,0,0,0,0,0,30,0,0,-1,55,19,0,-60000,2,1928,0,2,0,0,0,1290,0,1,2,2,2,55,0,1,0,100,0,0,-1,0,0,0,0,0,0,0,0,2019HU0934136,0,0,0,0,-1,0,2,0,55,1,0,0,2,0,1,1,0,43,1,2,0,5,-1,0,0,0,0,0,-1,2,0,0,2,0,55,2,2,501,1,2,0,0,0,2,0,0,0,0,2,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,66,2,0,1,32,0,0,0,0,1,0,0,0,0,53,-1,16,55,1,58,2,56,55,44,146,2,0,199,173,105,4,0,0,3,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0,90,0,-1,0,1099,0,0,9,2,1943,0,1,0,4801,0,151212,-1,-1,-1,0,-1,0,63000,1,55,1,1,-1,-1,-1,55
9,35562,9500,0,0,29,102,170,30,0,0,31,104,183,97,110,88,0,0,0,9,0,0,0,0,1,36,30,102,-19999,116,0,207,184,1,108,0,0,173,112,104,2,0,2,114,94,0,107,0,31,98,35,55,109,29,0,169,193,35,1,0,0,2,0,104,0,176,177,102,32,118,2,165,102,2,113,1,0,0,196,0,1939,1.000000,-1,95,134,174,71,258000,99,136,0,107,20,24,78,29,78,162,106,189,1,99,55,46,45,13,33,0,0,0,0,67,26,0,63,30,45,29,1,0,0,1,1,0,1,55,0,8,0,10,58,30,0,0,7,26,0,42,11,24,0,2,3,1,1,0,1154,0,3,0,0,0,42,55,101,99,0,0,116,28,33,28,93,180,0,0,130,138,69,1,0,76,76,28,76,19,76,20,0,75,-1,1,74,126,125,24,85,25,74,71,0,2150,0,22,81,0,140,2,0,0,0,129,0,2,55,3,0,152,76,73,71,120,2,137,22,71,300000,0,77,0,0,1,24,122,4,0,25,63,0,24,82,1,1,73,104,90,0,9,24,80,0,0,2000,1,1,1,1,0,93,126,80,0,182,116,34,55,31,61,29,0,11,32,8,1,0,2,0,0,3,0,0,59,3,33,35,13,4,53,34,29,52,50,7,0,2,0,69,6,0,1,50,1,1,1,999,0,0,0,2,3,0,1,68,1,0,0,55,1,-1,3,8,0,4,0,3,0,-1,1,0,0,0,2,3,25,1,1,0,1,0,P,-10001,0,0,0,0,0,0,0,0,1100,55,11,0,258000,2,1928,0,2,0,0,0,0,0,1,2,2,2,55,0,1,0,700,0,0,-1,0,0,2,0,2,0,2,0,2019HU1084342,0,2,2,0,-1,0,0,0,20,1,0,0,2,0,1,1,0,0,9,2,0,2,0,0,0,0,0,0,-1,4,0,0,2,2,55,2,2,261,1,2,0,0,0,2,45,0,0,4,2,0,1.010145,1,0,1601,0,0,0,0,0,0,1,0,1,36,2,0,1,16,0,0,0,0,1,0,0,0,0,33,-1,16,10,1,34,1,44,55,73,80,2,0,82,146,70,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,2,0,150,0,2,0,1099,-1,0,9,0,1943,0,1,0,1099,0,-1,-1,-1,-1,0,-1,0,-10001,2,55,1,1,-1,-1,-1,55
