,index,HHLANP,FBATHP,DRIVESP,WGTP23,WGTP22,WGTP25,WGTP24,RACNH,FWATP,WGTP21,WGTP20,WGTP27,WGTP26,WGTP29,WGTP28,FBROADBNDP,FDRATXP,FWKWNP,HOTWAT,FWKHP,FFULP,FRACP,FJWDP,WORKSTAT,WGTP34,WGTP33,WGTP36,PINCP,WGTP35,FPOBP,WGTP30,WGTP32,STOV,WGTP31,FMHP,RACAIAN,WGTP38,WGTP37,WGTP39,PUBCOV,SRNT,SEX,WGTP45,WGTP44,DOUT,WGTP47,FACCESSP,WGTP46,WGTP41,WGTP40,state_x,WGTP43,WGTP42,RACPI,INDP,WGTP49,WGTP48,PRIVCOV,SFN,FINTP,HUPAC,SFR,WGTP50,FBLDP,WGTP56,WGTP55,WGTP58,WGTP57,WGTP52,DEAR,WGTP51,WGTP54,DIS,WGTP53,ACR,VACS,FINSP,WGTP59,FMILPP,MARHYP,ADJHSG,PAP,WGTP7,PWGTP30,WGTP6,PWGTP31,HINCP,WGTP5,PWGTP32,WKWN,WGTP4,PWGTP33,PWGTP34,PWGTP35,WGTP9,PWGTP36,WGTP8,WGTP3,WGTP2,RACWHT,WGTP1,state_y,PWGTP26,PWGTP27,PWGTP28,PWGTP29,FBDSP,FWKLP,FSCHP,FMARHTP,PWGTP20,PWGTP21,GRPIP,PWGTP22,PWGTP23,PWGTP24,PWGTP25,JWTRNS,FRNTMP,FOTHSVCEXP,CIT,LAPTOP,FMRGIP,JWRIP,PWGTP15,FCOMPOTHXP,PWGTP16,FSEMP,PWGTP17,PWGTP18,PWGTP19,ENG,FLANP,PWGTP10,PWGTP11,FCITWP,PWGTP12,PWGTP13,PWGTP14,FSSIP,FS,DIVISION,WRK,HICOV,DRATX,SMOCP,VPS,NWLA,FACRP,SCIENGRLP,FJWTRNSP,WGTP12,state_x,WGTP14,WGTP13,AGS,FSTOVP,WGTP10,WGTP19,WGTP16,WGTP15,WGTP18,WGTP17,FMARHWP,FTELP,PWGTP73,PWGTP74,PWGTP75,QTRBIR,FPERNP,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP70,PWGTP71,PWGTP72,FDISP,PWGTP,WAGP,RWAT,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,FPLMPRP,TAXAMT,NWLK,ANC2P,PWGTP60,FPUBCOVP,PWGTP61,REGION,FMARHYP,FRETP,SMP,PWGTP59,FTENP,BLD,state_y,SMX,FVEHP,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,GASFP,PWGTP56,PWGTP57,PWGTP58,VALP,HIMRKS,PWGTP50,FDEYEP,FCITP,RACNUM,PWGTP48,PWGTP49,SPORDER,FANCP,PWGTP40,PWGTP41,DRAT,PWGTP42,PWGTP43,ESP,MRGI,PWGTP44,WGTP,PWGTP45,ESR,OCCP,PWGTP46,PWGTP47,FMRGP,COW,MRGP,TABLET,MRGX,MULTG,MRGT,FOCCP,PWGTP37,PWGTP38,PWGTP39,FREFRP,WGTP61,WGTP60,WGTP67,state_x,WGTP69,WGTP68,WGTP63,FRWATP,WGTP62,WGTP65,WGTP64,RAC1P,RNTM,DREM,MIGSP,FHICOVP,NWRE,FDIALUPP,RNTP,WGTP70,HUPAOC,WGTP72,WGTP71,WGTP78,MV,WGTP77,WGTP79,WGTP74,WGTP73,WGTP76,WGTP75,FAGSP,ANC,OIP,WGTP80,NP,NR,LNGI,ANC1P,HISPEED,PLM,RAC3P,LANP,OC,FLAPTOPP,FPRIVCOVP,LANX,HUPARC,FMVP,SVAL,PWGTP80,RAC2P,FPOWSP,SSP,state_y,R18,NAICSP,WATFP,RMSP,FDRATP,BDSP,FGASP,RESMODE,FSEXP,MHP,REFR,POWSP,FPLMP,JWAP,DIALUP,ELEFP,RELSHIPP,MIG,RC,MIL,WAOB,FHINS7P,RT,INTP,RACASN,FRELSHIPP,FINDP,FHISPEEDP,FPAP,JWMNP,FHINS6P,FKITP,INSP,ST,YBL,FFINCP,FINCP,HINS6,YOEP,FSMXHP,HINS7,FTABLETP,FLANXP,FCOWP,GRNTP,FJWMNP,HINS1,HINS2,HINS3,HINS4,state_x,FDDRSP,FWAGP,FGRNTP,PUMA,FHINS5P,FSCHGP,FHINS5C,FVACSP,FHOTWATP,R60,FMARHDP,R65,FMIGSP,MARHT,FHINS4P,SERIALNO,DECADE,MARHW,MARHM,FGCRP,FHINS4C,PSF,NOC,RACSOR,POBP,CPLT,NOP,FSMARTPHONP,FULP,FHINS3P,SINK,KIT,FVALP,JWDP,WKEXREL,DPHY,FWRKP,NPF,FHINS3C,FDEARP,NPP,FHINS2P,FSCHLP,FRWATPRP,MLPCD,FPARC,MIGPUMA,HUGCL,DDRS,MARHD,state_y,SATELLITE,FULFP,POVPIP,BATH,WATP,GCM,FSATELLITEP,FHINS1P,GCL,WKHP,GCR,FRNTP,NRC,HFL,FSMP,ADJINC,TYPE,FRMSP,POWPUMA,PARTNER,FELEP,CONP,FMIGP,FFSP,FGCMP,HISP,FESRP,HHL,AGEP,DEYE,SEMP,HHT,OCPIP,FGCLP,FENGP,SCHG,FTAXP,MSP,RACBLK,FMRGTP,FAGEP,FER,PWGTP9,MLPFG,SCHL,PWGTP8,NATIVITY,PWGTP7,SMARTPHONE,PWGTP6,state_x,PWGTP5,PWGTP4,VEH,FFERP,PWGTP3,PWGTP2,PWGTP1,HHT2,FDREMP,FYOEP,NWAB,FCONP,FYBLP,FOIP,FHINCP,FHISP,BROADBND,NWAV,FDPHYP,FFODP,PAOC,FMARHMP,SSIP,FJWRIP,COMPOTHX,FSINKP,ELEP,FHFLP,WIF,FSMXSP,FOD2P,RETP,FSSP,PLMPRP,SCIENGP,CITWP,FMILSP,ACCESS,FPINCP,FOD1P,FMARP,SOCP,MLPE,MLPH,MLPA,FSMOCP,MLPB,FDOUTP,PERNP,SCH,state_y,TEL,TEN,MLPI,MLPJ,MLPK,state
0,1566,9500,0,0,50,65,14,64,0,0,50,81,47,84,52,50,0,0,0,9,0,0,0,0,1,15,51,18,45000,42,0,16,37,1,89,0,0,86,13,78,2,0,1,54,17,2,102,0,50,15,53,38,191,120,0,169,29,29,2,0,0,1,0,120,0,102,113,27,115,215,2,126,32,2,165,2,0,1,106,0,1939,1.000000,-1,27,54,207,39,165000,89,121,0,104,168,170,34,192,302,190,40,123,1,140,38,126,115,138,158,0,0,0,0,153,236,0,220,179,40,280,0,0,0,1,1,0,0,151,0,161,0,143,206,136,0,0,181,153,0,59,52,304,0,2,4,0,2,0,2633,0,0,0,0,0,46,38,50,16,1,0,60,52,65,81,61,62,0,0,46,88,55,3,0,86,70,13,15,71,16,58,0,54,45000,1,52,48,48,99,15,60,53,57,0,825,3,82,15,0,43,2,0,0,0,58,0,2,38,0,0,43,268,288,77,196,4,94,39,167,40000,2,216,0,0,1,189,189,1,0,58,155,0,238,148,0,0,218,157,130,6,205,121,205,0,7,0,2,3,1,0,0,177,126,313,0,121,79,152,38,107,125,164,0,32,34,161,1,0,2,0,0,0,0,0,187,1,125,182,117,2,177,31,123,118,39,185,0,2,-1,33,5,0,1,82,1,1,1,999,1,0,0,2,1,0,1,44,1,0,-1,38,0,454110,3,6,0,3,0,1,0,-1,1,27,0,124,2,3,20,1,0,4,1,0,P,0,0,0,0,0,0,90,0,0,1900,38,8,0,53120,2,1928,0,2,0,0,0,0,0,1,2,2,2,38,0,0,0,500,0,0,-1,0,0,0,0,0,0,0,0,2019HU0764255,0,0,0,0,-1,0,3,0,38,1,1,0,1000,0,1,1,0,0,1,2,0,5,-1,0,0,0,0,0,-1,3,0,0,2,0,38,2,3,501,1,500,0,0,0,0,0,0,0,3,2,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,5,2,-10001,1,19,0,0,2,0,0,0,0,0,0,313,-1,3,249,1,39,1,258,38,122,131,2,0,60,153,174,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,2,0,300,0,2,0,1099,-1,0,9,0,1943,0,1,0,1099,0,-1,-1,-1,-1,1,-1,0,-10001,2,38,1,1,-1,-1,-1,38
1,6932,9500,0,0,108,122,80,214,0,0,32,190,141,29,123,27,0,0,0,9,0,0,0,0,1,88,95,78,-19999,84,0,70,37,1,39,0,0,149,85,99,2,0,1,72,152,0,96,0,28,23,240,38,47,170,0,8680,41,162,1,0,0,4,0,167,0,245,234,138,184,41,2,125,212,2,133,1,0,0,138,0,1976,1.000000,0,43,99,150,98,82800,351,132,52,261,117,24,29,187,53,129,282,123,1,205,38,99,24,123,157,0,0,0,0,50,111,0,112,217,295,260,1,0,0,1,1,0,1,32,0,47,0,112,111,155,0,0,129,109,0,130,114,28,0,2,4,1,1,0,1935,0,3,0,0,0,194,38,87,43,0,0,90,94,120,145,165,111,0,0,115,149,98,1,0,120,223,271,144,135,30,24,0,112,-1,1,204,110,162,116,31,104,30,170,0,1150,0,999,144,0,39,2,0,0,0,97,0,2,38,0,0,56,30,31,39,50,4,49,13,17,28000,0,22,0,0,1,6,56,1,0,9,32,0,9,26,0,0,24,24,26,6,9,8,27,0,0,0,2,3,1,0,0,29,56,27,0,30,26,10,38,141,27,86,0,213,130,165,1,0,0,0,0,0,0,0,146,1,23,33,167,5,120,97,135,104,102,103,0,1,-1,174,3,0,1,32,1,1,1,999,1,0,0,0,1,0,1,181,1,0,-1,38,0,-1,3,5,0,2,1,1,0,-1,1,0,0,0,0,3,20,1,0,4,1,1,P,0,0,0,0,0,1,0,1,0,560,38,3,0,-60000,2,1928,0,2,1,0,0,0,0,2,2,1,2,38,0,0,0,400,0,0,0,0,0,2,0,2,0,1,0,2019HU0849520,0,2,2,0,-1,0,0,0,38,1,0,0,2,0,1,1,0,13,8,2,0,3,-1,0,0,0,0,0,-1,4,0,0,2,2,38,2,2,416,1,900,0,0,0,2,20,0,0,0,1,0,1.010145,1,0,400,0,0,0,0,0,0,1,0,1,61,2,0,1,28,0,0,0,0,1,0,0,0,0,152,-1,16,90,1,33,1,101,38,226,196,3,0,205,126,174,2,0,0,3,0,0,0,0,0,1,5,0,0,4,0,0,0,2,0,260,0,1,0,1099,0,0,9,0,1943,0,1,0,1099,0,351012,-1,-1,-1,0,-1,0,11000,1,38,1,1,-1,-1,-1,38
2,3684,9500,0,0,18,5,32,25,0,0,18,16,12,15,4,24,0,0,0,9,0,0,0,0,1,5,15,14,-19999,27,0,14,5,1,5,0,0,16,13,22,2,0,2,13,12,0,24,0,5,30,8,38,137,124,0,169,36,58,2,0,0,4,0,62,0,140,176,160,134,38,2,114,65,2,158,2,0,1,69,0,1962,1.000000,0,229,40,150,165,13300,214,54,0,266,151,62,178,250,170,203,196,140,1,239,38,121,37,69,46,0,0,0,0,39,51,0,128,158,69,220,0,0,0,1,2,0,0,135,0,115,0,122,126,390,0,0,241,160,0,262,125,276,0,2,4,2,1,0,184,0,2,1,0,0,262,38,19,4,0,0,30,13,27,19,5,5,0,0,21,36,5,1,0,22,23,21,7,18,29,37,0,22,-1,1,29,25,5,6,18,20,6,28,0,1350,0,51,18,0,19,2,0,0,520,17,0,2,38,3,0,450,185,144,47,217,4,182,289,311,70000,0,205,0,0,1,112,63,1,0,230,205,0,251,355,0,1,436,213,80,1,9620,56,289,0,1,680,2,1,1,1,0,211,219,275,0,254,214,54,38,566,488,527,0,799,185,1009,1,0,2,0,0,3,0,0,724,4,206,546,713,6,555,581,192,522,829,180,0,1,0,582,3,0,1,142,1,1,1,999,0,0,0,2,4,0,1,530,1,0,0,38,0,-1,3,8,0,3,0,3,0,-1,1,0,0,0,2,3,21,1,0,4,1,0,P,0,0,0,0,0,0,0,0,0,120,38,7,0,78600,2,1928,0,1,0,0,0,0,0,2,2,1,1,38,0,0,0,200,0,0,-1,0,0,1,0,1,0,1,0,2019HU0451980,0,1,2,0,-1,0,0,0,27,0,0,0,2,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,-1,0,0,0,2,2,38,0,2,109,1,2,0,0,0,2,0,0,0,0,1,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,79,2,0,6,17,0,0,0,0,3,0,0,0,0,251,-1,16,203,1,228,2,150,38,215,266,1,0,196,140,239,5,0,0,2,0,0,0,0,0,0,5,0,0,4,0,0,0,2,0,70,0,-1,0,1099,0,0,9,0,1943,0,3,0,1099,0,-1,-1,-1,-1,0,-1,0,0,1,38,1,2,-1,-1,-1,38
3,3403,9500,0,0,26,47,9,48,0,0,25,10,47,32,28,50,0,0,0,9,0,0,0,0,9,11,27,53,66700,27,0,27,30,1,26,0,0,32,7,9,1,0,2,13,46,2,43,0,31,34,4,38,30,20,0,169,35,60,1,0,0,3,0,7,0,34,13,40,39,55,2,42,37,2,33,3,0,1,38,0,1939,1.000000,-1,85,43,56,6,148000,11,10,0,9,35,23,48,35,28,13,39,35,1,37,38,47,86,7,19,0,0,0,0,25,43,0,24,37,12,8,0,0,0,1,1,1,0,46,0,24,0,46,24,20,0,0,63,9,0,12,28,35,0,2,4,0,1,0,1310,0,0,0,0,0,9,38,37,24,1,0,20,36,6,25,21,52,0,0,21,37,28,4,0,6,52,22,27,27,27,24,0,25,0,1,7,31,9,30,21,9,7,19,0,1250,2,999,41,1,19,2,0,0,0,11,0,2,38,0,0,3,4,11,25,14,4,4,13,12,20000,2,4,0,0,1,11,10,1,0,21,14,0,26,25,0,0,18,11,10,6,205,13,17,0,6,0,1,3,1,0,1,12,15,20,1,13,4,16,38,136,110,110,0,29,116,110,1,0,2,0,0,3,0,0,24,2,28,173,101,6,97,84,22,92,111,27,0,1,0,33,3,0,1,939,0,1,1,999,0,0,0,2,2,0,1,42,1,0,0,38,1,-1,3,9,0,3,0,1,0,-1,1,0,0,0,2,3,25,1,1,0,1,0,P,-10001,0,0,0,0,0,0,0,0,1500,38,5,1,46700,2,1928,0,2,0,0,0,0,0,2,1,2,2,38,0,0,0,100,0,0,-1,0,0,0,0,0,0,0,0,2019HU0292375,0,0,0,0,-1,0,4,0,38,1,1,0,2,0,1,1,0,0,4,2,0,6,-1,0,0,0,0,0,-1,3,0,0,2,0,38,2,2,439,1,2,0,0,0,0,0,0,0,4,3,0,1.010145,1,0,0,0,1,0,0,0,0,1,0,1,9,2,-10001,1,11,0,0,5,0,0,0,1,0,0,27,-1,5,8,1,55,1,56,38,6,8,6,0,46,26,33,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,2,0,480,0,2,0,1099,-1,0,9,0,1943,0,1,0,1099,0,-1,-1,-1,-1,1,-1,0,-10001,2,38,1,1,-1,-1,-1,38
4,6188,9500,0,1,7,8,27,26,0,0,6,7,32,19,31,24,0,0,0,9,0,0,0,0,7,18,9,24,45000,48,0,46,29,1,35,0,0,40,24,21,2,0,2,23,24,2,24,0,19,8,6,38,29,9,0,169,42,9,1,0,0,2,0,24,0,8,24,26,29,40,2,6,26,2,39,1,0,0,23,0,1939,1.000000,-1,7,52,40,57,141700,40,9,0,24,9,33,30,35,48,5,27,9,1,24,38,12,63,50,12,0,0,0,0,42,31,0,42,44,39,9,0,0,0,1,1,0,0,40,0,13,0,42,27,27,0,0,28,8,0,62,63,40,0,2,4,0,1,0,459,0,0,0,0,0,42,38,24,6,0,0,36,23,24,37,40,27,0,0,10,39,79,3,0,51,29,56,34,43,63,40,0,36,45000,1,11,12,39,40,30,27,37,49,0,2950,3,82,8,0,17,2,0,0,0,46,0,2,38,0,0,15,17,19,55,62,4,62,55,63,40000,0,68,0,0,1,71,86,1,0,26,94,0,113,76,0,0,15,64,81,1,9620,142,67,0,1,0,1,3,1,0,0,48,61,118,0,19,95,67,38,40,25,6,0,6,19,19,1,0,2,38,0,3,0,0,43,4,26,42,39,7,22,25,33,7,26,35,0,2,0,6,3,0,1,32,1,1,1,999,0,0,0,2,4,0,1,6,1,0,0,38,0,44511,3,5,0,3,0,1,0,-1,1,38,0,107,2,3,20,1,0,4,1,1,P,0,0,0,0,0,0,5,1,0,770,38,4,0,41400,2,1928,0,2,0,0,0,0,0,1,2,2,2,38,0,0,0,100,0,0,-1,0,0,0,0,0,0,0,0,2019HU0416878,0,0,0,0,-1,0,4,0,38,1,1,0,2,0,1,1,0,0,4,2,0,7,-1,0,0,0,0,0,-1,2,0,0,2,0,38,2,2,362,1,1100,0,0,0,0,0,0,0,4,1,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,10,2,-10001,1,4,0,0,6,0,0,0,0,0,0,57,-1,6,10,1,10,1,59,38,56,33,6,0,51,8,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,2,0,140,0,3,0,1099,-1,0,9,0,1943,0,1,0,1099,0,-1,-1,-1,-1,0,-1,0,-10001,2,38,1,2,-1,-1,-1,38
5,1079,9500,0,0,36,21,18,18,0,0,27,18,46,16,6,8,0,0,0,9,0,0,0,1,1,17,20,56,22100,8,0,7,39,1,8,0,0,21,23,36,2,0,1,46,6,2,31,0,7,30,46,38,21,16,0,169,5,8,1,0,0,2,0,18,0,43,41,39,27,8,2,21,28,2,37,2,0,1,7,0,1939,1.000000,-1,20,28,55,28,159500,25,41,0,7,8,28,8,6,14,8,22,25,1,31,38,9,36,51,46,0,0,0,0,30,35,0,24,26,65,36,0,0,0,1,1,0,0,44,0,55,0,36,51,8,0,0,25,35,0,8,56,28,0,2,4,0,1,0,928,0,0,1,0,0,7,38,28,8,6,0,24,25,27,15,35,48,0,0,24,31,29,3,0,6,16,16,7,43,61,8,0,20,0,1,23,9,20,22,22,4,28,49,0,-1,2,111,21,0,19,2,0,0,0,24,0,2,38,1,0,58,64,20,67,58,4,100,109,20,650000,0,50,0,0,1,15,58,2,0,72,105,0,49,17,0,2,75,75,83,1,2722,86,49,0,4,240,2,1,1,2,0,117,16,14,0,103,23,22,38,32,54,25,0,17,23,43,1,0,2,0,0,0,0,0,21,2,39,22,7,6,23,41,22,7,5,7,1,1,-1,20,3,0,1,98,1,1,1,999,1,0,0,2,2,1,1,37,1,0,-1,38,0,111,3,8,0,4,0,1,0,-1,1,38,0,82,2,3,20,1,0,4,1,0,P,0,0,0,0,0,0,1,0,0,-1,38,2,0,68300,2,1928,0,2,0,0,0,0,1,2,1,2,2,38,0,0,0,500,0,0,-1,0,0,0,0,0,0,0,0,2019HU0514562,0,0,0,0,-1,0,1,0,38,1,1,0,2,0,1,1,1,0,1,2,0,3,-1,0,0,0,0,0,-1,2,0,0,2,0,38,2,2,501,1,80,0,0,0,0,0,0,0,1,4,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,14,2,-10001,1,7,0,0,10,1,0,0,0,0,0,13,-1,11,8,1,30,1,71,38,31,6,4,0,38,27,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,2,0,400,0,2,0,1099,-1,0,9,0,1943,0,1,0,1099,0,-1,-1,-1,-1,1,-1,0,-10001,2,38,1,2,-1,-1,-1,38
6,4004,9500,0,0,186,115,103,165,0,0,32,49,36,207,142,121,1,0,0,9,0,1,0,0,3,107,92,137,32000,245,0,119,44,1,227,0,0,229,220,38,1,0,2,211,37,2,118,0,111,126,173,38,101,102,0,180,170,47,2,0,0,4,0,217,0,26,36,66,32,92,2,84,147,2,156,3,0,0,159,0,1939,1.000000,0,185,253,30,113,153900,16,95,52,30,110,96,31,150,43,230,87,72,1,133,38,149,122,22,145,0,0,0,0,36,84,0,118,106,135,120,11,0,0,1,1,0,0,172,0,230,0,307,111,136,0,0,58,124,0,127,30,99,0,2,4,1,2,0,429,0,3,0,2,0,127,38,147,34,1,0,233,107,28,128,107,166,0,0,110,112,40,3,0,105,27,40,191,97,32,167,0,107,11100,1,103,171,124,94,37,159,88,115,0,2050,2,999,167,0,159,2,0,0,0,97,0,2,38,0,0,157,126,40,136,69,4,29,112,138,-1,0,75,0,0,1,30,52,1,0,193,261,0,91,98,0,0,111,104,73,6,2545,94,30,0,3,0,1,0,1,0,0,170,221,108,0,45,20,156,38,47,12,36,0,57,29,38,1,0,2,0,0,3,0,0,78,3,34,10,15,2,115,41,26,11,69,89,0,1,0,92,4,0,1,32,1,1,1,999,0,0,0,2,3,0,1,69,1,0,0,38,1,-1,3,7,0,2,0,3,0,-1,1,0,0,0,2,3,25,1,1,0,1,0,P,-10001,0,0,0,0,0,0,0,0,1200,38,5,0,95000,2,1928,0,2,0,0,0,0,0,1,2,2,2,38,0,0,0,100,0,0,-1,0,0,2,0,2,0,0,0,2019HU0615450,0,0,0,0,-1,0,0,0,38,0,0,0,2,0,1,1,0,0,10,2,0,3,-1,0,0,0,0,0,-1,4,0,0,2,0,38,2,2,501,1,900,0,0,0,0,50,0,0,0,2,0,1.010145,1,0,100,0,0,0,0,0,0,1,0,1,29,2,30000,2,3,0,0,0,0,6,0,0,0,0,149,-1,22,230,1,185,1,30,38,16,30,5,0,87,72,133,11,0,0,3,0,0,0,1,0,1,5,0,0,0,0,0,0,2,0,230,0,3,0,1099,0,0,9,2,1943,0,1,0,1101,0,119013,-1,-1,-1,0,-1,0,31000,1,38,1,2,-1,-1,-1,38
7,5777,9500,0,1,28,15,17,26,0,0,25,6,5,6,20,5,0,0,0,9,0,0,0,0,1,29,16,30,48000,25,0,20,14,1,21,0,0,5,16,14,2,0,2,17,24,2,5,0,5,25,3,38,226,123,0,8380,242,51,2,0,0,4,0,172,0,186,175,22,159,106,2,159,127,2,41,1,0,0,142,0,1939,1.000000,0,267,18,86,82,80000,414,126,52,175,138,70,70,116,82,232,74,76,0,228,38,24,100,161,38,0,0,0,0,80,54,21,15,24,91,152,1,0,0,1,2,0,1,75,0,101,0,81,122,125,1,0,34,130,0,127,155,60,0,2,4,1,2,0,-1,0,2,0,0,1,106,38,29,13,0,0,10,15,26,32,5,14,0,0,13,31,20,1,0,27,15,6,18,16,18,13,0,16,43000,1,12,19,28,18,5,2,3,19,0,5750,3,999,7,0,28,2,0,1,100,14,0,2,38,3,0,87,20,146,148,78,2,79,27,87,200000,0,148,0,0,1,28,25,1,0,79,77,0,89,24,0,1,84,85,88,1,6410,155,168,0,6,1000,2,1,1,1,0,23,87,84,0,103,94,24,38,20,3,19,0,12,19,28,1,0,2,0,0,3,0,0,16,4,13,18,6,4,16,18,31,12,28,20,0,1,0,5,2,0,1,82,1,1,1,999,0,0,0,2,4,0,1,5,1,0,0,38,0,23,3,7,0,4,0,3,0,-1,1,38,0,94,2,3,20,1,0,4,1,0,P,0,0,0,0,0,0,30,0,0,1000,38,5,0,103000,2,1928,0,2,0,0,0,0,0,1,2,2,2,38,0,0,0,200,0,0,-1,0,0,0,0,0,0,0,0,2019HU0166840,0,0,0,0,-1,0,0,1,48,0,0,0,2,0,1,1,0,143,0,2,0,1,-1,0,0,0,0,0,-1,0,0,0,2,0,38,2,2,84,1,310,0,0,0,0,40,0,0,0,2,0,1.010145,1,0,200,0,0,-1,0,0,0,2,0,2,19,2,0,5,0,0,0,0,0,6,0,0,0,0,69,-1,16,133,1,68,1,49,38,267,102,3,0,35,34,135,12,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,2,0,390,0,-1,0,1099,0,0,9,0,1943,0,1,0,1099,0,211093,-1,-1,-1,0,-1,0,11000,1,38,1,3,-1,-1,-1,38
8,6049,9500,0,0,14,10,12,4,0,0,14,10,11,23,4,5,0,0,0,9,0,0,0,0,3,13,22,18,6800,22,0,12,4,1,11,0,0,23,13,2,1,1,2,12,20,1,14,0,4,12,13,38,47,73,0,169,56,74,1,0,0,3,0,99,0,43,51,59,22,22,2,103,14,2,62,2,0,0,13,0,1939,1.000000,-1,49,60,13,57,107200,49,11,0,43,43,11,42,41,38,68,52,108,1,97,38,11,30,53,43,0,0,0,0,33,67,0,42,34,34,34,0,0,0,1,1,0,0,32,0,49,0,13,29,11,0,0,66,54,0,11,37,11,0,2,4,0,1,0,550,0,0,0,0,0,18,38,11,25,0,0,12,4,19,23,22,10,0,0,4,11,5,3,0,5,15,4,23,12,13,22,0,12,0,1,13,12,21,13,4,10,21,17,0,-1,2,21,16,1,14,2,0,0,0,20,0,1,38,0,0,23,103,79,101,144,3,86,107,88,15000,0,33,0,0,1,74,138,4,0,101,68,0,24,99,5,0,30,70,68,0,9,76,29,0,0,0,1,3,1,0,0,30,95,93,0,88,14,125,38,18,21,13,0,13,13,21,1,0,2,0,1,3,0,0,12,4,22,13,4,4,14,23,11,4,5,4,0,2,0,11,2,0,1,22,1,1,1,999,0,0,1,2,4,0,0,11,1,0,6800,38,1,-1,3,5,0,3,0,2,0,0,1,0,0,0,2,3,25,3,1,0,1,0,P,-10001,0,0,0,0,0,0,0,0,0,38,5,0,2600,2,1928,0,1,0,0,0,0,0,2,2,2,1,38,0,0,0,400,0,0,-1,0,0,0,0,0,0,0,0,2019HU0340249,0,0,0,0,-1,0,6,0,38,1,1,0,2,0,1,1,0,0,2,2,0,8,-1,0,0,0,0,0,-1,2,0,0,2,0,38,2,2,255,1,800,0,0,0,0,0,0,0,6,2,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,5,2,-10001,1,6,0,0,1,0,0,0,0,0,0,30,-1,1,53,1,38,1,9,38,31,32,4,0,38,51,50,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,2,0,200,0,3,0,1099,-1,0,9,0,1943,0,1,0,1099,0,-1,-1,-1,-1,0,-1,0,-10001,2,38,1,2,-1,-1,-1,38
9,197,9500,0,1,18,78,55,19,0,0,59,51,94,73,59,44,0,0,0,9,0,0,0,0,1,58,53,14,15000,15,0,54,77,1,51,0,0,80,87,17,2,0,2,15,56,2,58,0,15,95,18,38,120,18,0,169,23,133,1,0,0,3,0,61,0,69,141,18,15,40,2,47,72,2,14,1,0,0,56,0,1939,1.000000,-1,68,52,21,51,88000,19,53,0,49,92,26,14,78,49,15,16,123,1,78,38,11,70,18,41,0,0,0,0,41,92,0,84,17,48,18,0,0,0,1,1,0,0,15,0,59,0,102,54,59,0,0,45,35,0,116,115,46,0,2,4,0,1,0,1887,0,0,0,0,0,104,38,17,16,1,0,73,54,76,59,55,62,0,0,63,52,108,1,0,106,18,20,84,53,42,13,0,54,12000,1,16,89,75,47,55,14,42,54,0,7500,3,999,49,0,49,2,0,0,0,46,0,2,38,0,1,21,16,25,34,18,4,46,33,20,-1,0,5,1,1,1,8,24,3,0,8,29,0,4,35,5,0,45,19,10,0,9,34,31,0,0,0,1,0,1,0,0,23,13,23,1,18,5,11,38,37,110,69,0,30,95,69,9,0,0,0,0,0,0,0,51,3,52,55,60,2,22,45,138,16,48,91,0,2,-1,66,4,0,1,32,1,1,22,999,1,0,0,0,3,0,1,48,68,0,-1,38,1,622M,3,12,0,5,0,3,0,-1,1,38,0,100,0,3,20,1,0,4,1,0,P,0,0,0,0,0,0,30,0,0,5300,38,8,0,155000,2,1928,0,2,0,0,0,0,0,2,1,2,2,38,0,0,0,400,0,0,-1,0,0,0,0,0,0,0,0,2019HU0046606,0,0,0,0,-1,0,2,0,38,1,3,0,2,0,2,2,0,0,4,0,0,4,-1,0,0,0,0,0,-1,3,0,0,0,0,38,2,2,344,1,80,0,0,0,0,0,0,0,2,3,0,1.010145,1,0,0,0,0,0,0,0,0,1,0,1,2,2,-10001,1,26,0,0,0,0,0,0,0,0,0,76,-1,0,10,1,48,1,22,38,16,43,2,0,13,86,56,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,2,0,140,0,2,0,1099,-1,0,9,0,1943,0,1,0,1099,0,-1,-1,-1,-1,0,-1,0,-10001,0,38,1,1,-1,-1,-1,38
